# ell cibdBeta_1.2_T_10.7_gy cibdBeta_1.2_T_10.7_yy cibdBeta_1.2_T_24.0_gy cibdBeta_1.2_T_24.0_yy cibdBeta_1.3_T_24.0_gy cibdBeta_1.3_T_24.0_yy cibdBeta_1.35_T_24.0_gy cibdBeta_1.35_T_24.0_yy cibdBeta_1.45_T_24.0_gy cibdBeta_1.45_T_24.0_yy cibdBeta_1.4_T_10.7_gy cibdBeta_1.4_T_10.7_yy cibdBeta_1.4_T_24.0_gy cibdBeta_1.4_T_24.0_yy cibdBeta_1.6_T_10.7_gy cibdBeta_1.6_T_10.7_yy cibdBeta_1.6_T_24.0_gy cibdBeta_1.6_T_24.0_yy cibdBeta_1.7_T_10.7_gy cibdBeta_1.7_T_10.7_yy cibdBeta_1.7_T_24.0_gy cibdBeta_1.7_T_24.0_yy cibdBeta_1.8_T_10.7_gy cibdBeta_1.8_T_10.7_yy cibdBeta_1.8_T_24.0_gy cibdBeta_1.8_T_24.0_yy
3.876500000000000000e+03 2.652827162884051208e-14 2.008438538695415935e-17 1.720181942359840405e-14 1.296015106639520439e-17 1.559869745837828706e-14 1.176224626672511445e-17 1.489764579197708834e-14 1.125560507600751502e-17 1.371800927035324478e-14 1.037602593608304024e-17 2.079208242051033895e-14 1.502941647477216967e-17 1.420983110110490442e-14 1.081075681918488886e-17 1.701823505234251646e-14 1.200410245356224244e-17 1.233991445247057250e-14 9.329753587574525773e-18 1.562944956208087629e-14 1.093420787933919389e-17 1.170000553346382255e-14 8.751801319077273539e-18 1.449357448309857951e-14 1.006178274669242045e-17 1.120907474387885241e-14 8.253120501261326599e-18
3.926500000000000000e+03 9.043938393446539885e-16 2.095646949404889768e-17 1.097895167606279517e-15 1.315534735028903480e-17 1.018981075746667740e-15 1.190739919548178074e-17 1.010504731359719003e-15 1.138211934326771116e-17 1.019502327513132439e-15 1.047463674236116391e-17 2.774579544724152003e-16 1.549943864304577479e-17 1.029436293865597011e-15 1.092235997347952946e-17 1.518698534589639856e-16 1.226871385787443066e-17 1.085878540870186620e-15 9.403731174534924243e-18 2.215479771160946678e-16 1.113699381010759536e-17 1.130972881019422455e-15 8.816415334593048704e-18 3.342876601650135612e-16 1.022019177581592101e-17 1.177807715075247391e-15 8.312268005824453078e-18
3.976500000000000000e+03 -1.096452133412457333e-14 2.205372761275432322e-17 -6.613530761316901386e-15 1.352518487794332761e-17 -5.575731533870311053e-15 1.220393079549081680e-17 -5.109252498460514561e-15 1.164871089896710593e-17 -4.283045380685816830e-15 1.069272726371802566e-17 -8.105094442109695800e-15 1.616543184213041781e-17 -4.659781701177618510e-15 1.116203656197691508e-17 -5.958648804542259633e-15 1.269219633297117442e-17 -3.250329393099561715e-15 9.569559060135062760e-18 -5.080552088029631065e-15 1.148078383274894480e-17 -2.699058482535536210e-15 8.957952624537644154e-18 -4.309400636568222404e-15 1.050289050331689413e-17 -2.230333309433289712e-15 8.435212982220942007e-18
4.026500000000000000e+03 -3.203487879355141771e-14 2.267008656726336416e-17 -2.087368941087871876e-14 1.352408842659450575e-17 -1.985869438652780984e-14 1.215421159663580234e-17 -1.937573745284164188e-14 1.157992399417129642e-17 -1.848804714900762408e-14 1.059462055763879597e-17 -2.658556211511338303e-14 1.641738054033288774e-17 -1.888973076950416783e-14 1.107643491154004904e-17 -2.251370525853966268e-14 1.275691197609229511e-17 -1.729659325106352876e-14 9.442552346594344533e-18 -2.093430269576186737e-14 1.148782236750630778e-17 -1.660601098234991255e-14 8.818982811298149459e-18 -1.961224428631251642e-14 1.046732170616464610e-17 -1.597048663444169978e-14 8.287869966510278092e-18
4.076500000000000000e+03 -1.762587967961668620e-14 2.448990314751320314e-17 -1.422197897623955233e-14 1.455148739408378228e-17 -1.310936669800714573e-14 1.306607144025319671e-17 -1.258526861643598613e-14 1.244491450566572746e-17 -1.157947201918635784e-14 1.138168935891402033e-17 -1.451013685465536967e-14 1.768057347469342648e-17 -1.209552309315193162e-14 1.190120089017184097e-17 -1.204212432834479246e-14 1.371043097775178453e-17 -1.018729537565199723e-14 1.014301915366014096e-17 -1.101726831406408315e-14 1.233833633623440966e-17 -9.301671023608211276e-15 9.474626036556165685e-18 -1.009435699908484636e-14 1.123727074526742884e-17 -8.456721282530435092e-15 8.906444121190969781e-18
4.126500000000000000e+03 -5.383971087871887333e-14 2.725746048507635097e-17 -4.994100523683607002e-14 1.577854465941709190e-17 -4.824828494669457562e-14 1.404500410523219275e-17 -4.741387182608152153e-14 1.332456113192585888e-17 -4.580243329908032549e-14 1.209870662642301748e-17 -5.020344169347416279e-14 1.936687100435911754e-17 -4.656065426271390693e-14 1.269557056906049537e-17 -4.705027658776946860e-14 1.478928290726113543e-17 -4.347595563279883957e-14 1.068322111215832301e-17 -4.564029821491083273e-14 1.321450845960757427e-17 -4.202387937483720132e-14 9.927189171221137633e-18 -4.430446066067773838e-14 1.195546548108265322e-17 -4.062612071754266419e-14 9.289086322359651955e-18
4.176500000000000000e+03 -2.768433093838395984e-14 3.058678346600510782e-17 -1.283532637160517192e-14 1.802689273865648914e-17 -9.450782613666653525e-15 1.594631249508109529e-17 -7.976726242009857088e-15 1.508635215438292840e-17 -5.368178584734214471e-15 1.362705949020310504e-17 -1.744159941882732214e-14 2.163444340798344199e-17 -6.639024403844501343e-15 1.433914345204449593e-17 -1.026231528107161068e-14 1.644708415838060948e-17 -2.159739268144057203e-15 1.194991858872715428e-17 -7.441760927944221663e-15 1.466124190711680968e-17 -3.744956574919076816e-16 1.105697113268031609e-17 -5.004011595055572433e-15 1.323232093714255911e-17 1.176836969257810830e-15 1.030584215594678521e-17
4.226500000000000000e+03 -1.757348516062582702e-14 3.580421236906833997e-17 -1.291326713441318197e-14 2.148930972134652696e-17 -1.255444254195459308e-14 1.877772787174893542e-17 -1.237368957463643865e-14 1.767070324875820182e-17 -1.208232957790814058e-14 1.580749400211237373e-17 -1.634632644704149527e-14 2.496208936821096698e-17 -1.214151087366451469e-14 1.671764354489026297e-17 -1.546005829269340317e-14 1.874422686564609161e-17 -1.172535053285344106e-14 1.369452033677484936e-17 -1.505006022410637266e-14 1.661708720744498285e-17 -1.161769254336852046e-14 1.258244090757905333e-17 -1.466318211175365730e-14 1.492161216938121175e-17 -1.156354633853048998e-14 1.165605053938629603e-17
4.276500000000000000e+03 3.561257463812477303e-14 4.251038906347295859e-17 4.000337837906107321e-14 2.659971655892290292e-17 3.954654990689837924e-14 2.300937655708951564e-17 3.933703227267447092e-14 2.155363632007755744e-17 3.894350002336389877e-14 1.911174091126129540e-17 3.634148265647726366e-14 2.943993620096297906e-17 3.913884970214385238e-14 2.030798795800486316e-17 3.656434446129571472e-14 2.195280759542966023e-17 3.840874900645643066e-14 1.635877103445697890e-17 3.653403136903916891e-14 1.938900197271438559e-17 3.808719196881273039e-14 1.491597479611535350e-17 3.644855567757265602e-14 1.734338760621549446e-17 3.779131791559540313e-14 1.371959143599774808e-17
4.326500000000000000e+03 1.556776669227156909e-14 5.052426792610985063e-17 1.750288076950288352e-14 3.241355510553063821e-17 1.748515165694482557e-14 2.778110547913830262e-17 1.742329222273308469e-14 2.591766090549502223e-17 1.726021096441690193e-14 2.280720223697581162e-17 1.510277470904403056e-14 3.466383728555465079e-17 1.730465913317655196e-14 2.433313955787605329e-17 1.474969677745395579e-14 2.564588633513498997e-17 1.690326366895310604e-14 1.932886712138341529e-17 1.465256908838839734e-14 2.256841216093517233e-17 1.665065241976753497e-14 1.751812930774083496e-17 1.458708770369144755e-14 2.011702403989784433e-17 1.637363777690999275e-14 1.602565436145798066e-17
4.376500000000000000e+03 -2.500831884083953604e-14 6.348002623657344518e-17 -1.799386938913342680e-14 4.215618233854347566e-17 -1.627984165895419564e-14 3.585507441027427704e-17 -1.553565588797517120e-14 3.332963559920484154e-17 -1.423073391639437879e-14 2.912076477881286549e-17 -2.018474746774050134e-14 4.332616914562175515e-17 -1.484987401090222980e-14 3.119010463631195686e-17 -1.674076008118696615e-14 3.186790762357530262e-17 -1.263369365612712025e-14 2.442831609131427624e-17 -1.537268089350267829e-14 2.794892378192885507e-17 -1.176739335068174058e-14 2.198999082586287545e-17 -1.419548936533942078e-14 2.482165489949678166e-17 -1.102459228314217806e-14 1.998510566476108777e-17
4.426500000000000000e+03 2.316016634110195435e-14 7.565642018609786818e-17 3.028715074858906840e-14 5.128419390375137680e-17 2.973713605355572209e-14 4.337135457182781464e-17 2.943979096330930158e-14 4.021131751868281573e-17 2.882695747303592390e-14 3.495498069581859770e-17 2.377281211306880091e-14 5.134574583916224547e-17 2.912241706355374595e-14 3.754275208438174144e-17 2.400465046017101952e-14 3.756576335812099900e-17 2.785977514772312828e-14 2.911417053143361574e-17 2.399824775652701326e-14 3.285714292639101263e-17 2.719433981418039332e-14 2.608613883608391102e-17 2.391386276038357684e-14 2.910064025215150239e-17 2.650993350725634157e-14 2.360225719787682847e-17
4.476500000000000000e+03 -2.001063853521093899e-14 8.690254450948295110e-17 -1.855147517205804496e-14 5.978226064590101202e-17 -1.722320464102121698e-14 5.040415753051195671e-17 -1.667343489672376594e-14 4.666427306448723574e-17 -1.571025048468045922e-14 4.045027681843838567e-17 -1.682797006972498452e-14 5.881283845220342544e-17 -1.621630913290737800e-14 4.350769431599518207e-17 -1.481689176612034393e-14 4.291554812916774628e-17 -1.456896388673490794e-14 3.355559698487514861e-17 -1.409479777318555345e-14 3.748593084152329268e-17 -1.391748351156341903e-14 2.998837322706860946e-17 -1.349963252559266642e-14 3.315491913438028031e-17 -1.335248229866839881e-14 2.706661389048261290e-17
4.526500000000000000e+03 -1.462201244870419881e-14 9.839242775960923211e-17 -1.615048982880589602e-14 6.839461595449061702e-17 -1.419790233182458104e-14 5.758787755506382490e-17 -1.339473888339070148e-14 5.328029314311369120e-17 -1.197928770960769974e-14 4.612297403849934945e-17 -1.075383290052658607e-14 6.654898742932836890e-17 -1.274029516636094051e-14 4.964737635344423742e-17 -8.522308202047905550e-15 4.851974143709036402e-17 -1.029260289497327844e-14 3.818308448972234466e-17 -7.749745337402260733e-15 4.235754341100850199e-17 -9.302151758147574317e-15 3.407386148456713017e-17 -7.107341497784455515e-15 3.743917237988763705e-17 -8.425619619642226239e-15 3.070838758194070611e-17
4.576499999999999091e+03 4.415988049117647789e-15 1.075708642588511355e-16 1.436684319601417889e-15 7.493840416890734698e-17 -2.987761675006662870e-16 6.300738604369733229e-17 -1.028472862026921696e-15 5.825289927815317913e-17 -2.331000071438275854e-15 5.035519309641955982e-17 -2.679020768665640649e-16 7.264010326729190911e-17 -1.628977112440842554e-15 5.424306251446914931e-17 -3.474713959778606670e-15 5.285997182928891517e-17 -3.902492001516994183e-15 4.159725604905133685e-17 -4.657056220409837574e-15 4.609725178859934517e-17 -4.833748893287580492e-15 3.706767834293612137e-17 -5.632484264184856212e-15 4.069880682019468342e-17 -5.659784959544270847e-15 3.335980656393754399e-17
4.626499999999999091e+03 3.604543228551541613e-14 1.048164635700535586e-16 2.904198178457502870e-14 7.317936492773813854e-17 2.677566976174957115e-14 6.158282922609818036e-17 2.582789150846592569e-14 5.696249817475380145e-17 2.417849780067513550e-14 4.928860906051101636e-17 2.948776469120154174e-14 7.088871171719265486e-17 2.501742479548789241e-14 5.306634240460195774e-17 2.516531130984992557e-14 5.168738367298523346e-17 2.223278269151128340e-14 4.078045540283276880e-17 2.357843586389228364e-14 4.512292292316122079e-17 2.115213081506349292e-14 3.638056776019849272e-17 2.226540237727801063e-14 3.988261699290059708e-17 2.022612192763278801e-14 3.277910885562165270e-17
4.676499999999999091e+03 -8.219974669262872357e-14 1.099141629257525300e-16 -6.660826083557500505e-14 7.672144747930750345e-17 -6.018109766395304834e-14 6.453984575190107117e-17 -5.745333139328074515e-14 5.968609596643897028e-17 -5.263776996299198633e-14 5.162300163686222897e-17 -6.576132633713340557e-14 7.428990129684232709e-17 -5.509407758336349121e-14 5.559383961715499869e-17 -5.452411014914053681e-14 5.412223131690597175e-17 -4.681719518500309436e-14 4.268152877560764519e-17 -5.017022957717736932e-14 4.722838703524159900e-17 -4.351851543576192625e-14 3.805553382649056563e-17 -4.643678158480713939e-14 4.172524895114674972e-17 -4.064873213898652215e-14 3.426815217298884213e-17
4.726499999999999091e+03 -7.237979454638880998e-15 1.115709816584852692e-16 -9.236029943976078593e-15 7.805342927891166841e-17 -8.825654347641986041e-15 6.573510149929046517e-17 -8.628138841244457295e-15 6.082452680863827809e-17 -8.251051480343150912e-15 5.266477048221175679e-17 -6.174780163230553134e-15 7.558558470643419537e-17 -8.424114168882683813e-15 5.668196949929016957e-17 -5.676055143164815551e-15 5.518981042376221174e-17 -7.699775534321309703e-15 4.361081725709554837e-17 -5.576467421269732510e-15 4.821095212768314851e-17 -7.353949146524654812e-15 3.892530190784610357e-17 -5.523467137560423512e-15 4.263698578054655326e-17 -7.016087919230875963e-15 3.508784057536105179e-17
4.776499999999999091e+03 -6.407442525822992256e-14 1.143606100571677264e-16 -5.104530016587972876e-14 8.042769163946096558e-17 -4.576405228582869896e-14 6.790038289344258584e-17 -4.349234780464324751e-14 6.289868014413701615e-17 -3.945868447535598852e-14 5.457725530946676700e-17 -5.090971406619167334e-14 7.786601297801747547e-17 -4.148516584216252130e-14 5.867378775766696451e-17 -4.154082967414738518e-14 5.711759619121750521e-17 -3.450525431440625552e-14 4.532383446722595249e-17 -3.783082146951830280e-14 5.000053543431527354e-17 -3.168997667639091055e-14 4.052588258207594615e-17 -3.461048091096649397e-14 4.430688330183229263e-17 -2.922157466193399467e-14 3.658981364355640637e-17
4.826499999999999091e+03 3.036748814699408051e-14 1.165844485556538863e-16 2.501579276401384466e-14 8.203776453585597993e-17 2.339839832767137061e-14 6.926698559766249604e-17 2.268163052978152895e-14 6.416587603362393974e-17 2.139518844191798982e-14 5.567622046703394612e-17 2.666641156870669004e-14 7.943079056410029217e-17 2.201794909522705125e-14 5.985605774896598845e-17 2.364076846242049470e-14 5.827660862065772658e-17 1.976532727695818326e-14 4.623142847061472592e-17 2.232340275365103850e-14 5.101278052194853062e-17 1.883987042184181008e-14 4.133216122233532323e-17 2.113507083380278717e-14 4.519865870430185572e-17 1.802112638544044953e-14 3.731188399683217603e-17
4.876499999999999091e+03 5.265419722272834808e-14 1.174228477743042651e-16 4.621159920706062252e-14 8.273065750539930447e-17 4.340688829262523906e-14 6.991446298861246611e-17 4.217475777906236330e-14 6.479217105476045584e-17 3.997890082874231700e-14 5.626334743728408129e-17 4.566585742298398998e-14 8.014861268358067434e-17 4.104412354368648605e-14 6.046209288113879298e-17 4.047934588241892452e-14 5.890273740907064691e-17 3.723139882437329981e-14 4.676698252203883941e-17 3.839374259251348527e-14 5.160074841913310922e-17 3.568119482332566266e-14 4.183763325109470731e-17 3.659636356810797695e-14 4.575208551181697181e-17 3.431542482680805194e-14 3.779020373381794862e-17
4.926499999999999091e+03 3.161679242393039722e-14 1.220201394518733448e-16 2.478570332871911058e-14 8.617069521486319214e-17 2.259362529390327147e-14 7.289224382085013948e-17 2.168154555135272277e-14 6.758434757926601269e-17 2.012964872940934538e-14 5.874190671632698497e-17 2.490570239912171891e-14 8.345643903234604284e-17 2.089052818544211098e-14 6.310005526424384480e-17 2.042408060824494092e-14 6.144613661622408810e-17 1.837075185450512491e-14 4.889165540788090277e-17 1.881685456279312655e-14 5.387615882800015779e-17 1.747023333538199177e-14 4.377231677143624742e-17 1.754065565381784749e-14 4.781046021405084096e-17 1.675256665685179160e-14 3.956631781258101096e-17
4.976499999999999091e+03 4.821480598534343429e-14 1.248276132080822733e-16 3.901702814030727317e-14 8.803223227345635753e-17 3.558106351026942217e-14 7.441873153328987691e-17 3.409288214825311794e-14 6.897753081581055294e-17 3.144192568848573583e-14 5.991562774584032285e-17 3.958431270578620955e-14 8.526661611737073487e-17 3.276776599353635172e-14 6.437990503530405504e-17 3.323421322724663042e-14 6.269602088137175993e-17 2.816757068629302443e-14 4.982495718313206127e-17 3.068854639562426699e-14 5.493681940843686006e-17 2.630317889718904975e-14 4.458436268948081378e-17 2.848332852284269733e-14 4.872183420779600906e-17 2.466458846963092491e-14 4.028071803185170333e-17
5.026499999999999091e+03 6.372441409831017404e-14 1.253857358731131294e-16 5.112260712951745376e-14 8.858046724889111931e-17 4.595920520215681364e-14 7.493518241197246163e-17 4.376675627423646501e-14 6.948050091018172761e-17 3.989834183060379676e-14 6.039510824479822750e-17 5.104050860859421616e-14 8.575917389073126997e-17 4.187096531768743741e-14 6.487062826865336283e-17 4.230769826091516649e-14 6.315292615578851525e-17 3.523331861820133780e-14 5.027539707606227021e-17 3.882940658866748596e-14 5.537857362607909519e-17 3.259721395723577251e-14 4.501837707067629918e-17 3.578652621983863893e-14 4.914943081607743131e-17 3.031060872776158660e-14 4.069999019176527845e-17
5.076499999999999091e+03 -1.372304497288280671e-14 1.333093537699291989e-16 -9.923447375847325394e-15 9.422018853113163508e-17 -9.317880387151626589e-15 7.974174431789249443e-17 -9.022567272007807886e-15 7.394955797902863998e-17 -8.467679144508515719e-15 6.429403017800632236e-17 -1.217597093208592450e-14 9.131784070060341065e-17 -8.724526927208177428e-15 6.905353528313189166e-17 -1.046543605956580606e-14 6.729225111111660652e-17 -7.711627670957374084e-15 5.352696210709142274e-17 -9.661578288750644515e-15 5.901430747838752595e-17 -7.270175180528019527e-15 4.792586901962791919e-17 -8.935716014229284380e-15 5.237497787633873356e-17 -6.868577707932175176e-15 4.332076431617690268e-17
5.126499999999999091e+03 -2.802094346069391427e-14 1.384697857786740476e-16 -2.815382760678723678e-14 9.796806097266417395e-17 -2.734878391337655298e-14 8.294223784804232694e-17 -2.691762182728971791e-14 7.693138551453846662e-17 -2.610683108071168630e-14 6.691154782269294965e-17 -2.605564951911795467e-14 9.490795811750661846e-17 -2.639918370656340012e-14 7.185097909704014678e-17 -2.481665325593916658e-14 6.999088222304838304e-17 -2.490065358940443268e-14 5.573898940694924044e-17 -2.432132239313586500e-14 6.140766938371910357e-17 -2.421732253336007491e-14 4.992715478126848082e-17 -2.384710707084173591e-14 5.452401582282735228e-17 -2.356846371629771140e-14 4.514909692669245291e-17
5.176499999999999091e+03 -2.901283872566646455e-14 1.498729463880010783e-16 -2.459673495762818390e-14 1.065347195820260954e-16 -2.234994526647987811e-14 9.033723137681165624e-17 -2.140459106912135488e-14 8.384798420115874920e-17 -1.971202974780210828e-14 7.301750862578455044e-17 -2.338475500537119563e-14 1.031105312973061432e-16 -2.062729382013065830e-14 7.835736156003307123e-17 -1.952205475102485900e-14 7.626894682890016148e-17 -1.766504283811646352e-14 6.091675615239669715e-17 -1.802745732920651180e-14 6.699747917190186993e-17 -1.645102165417919510e-14 5.461021559379452952e-17 -1.673909024406234293e-14 5.954901555383676509e-17 -1.537664444733854710e-14 4.941757070053766904e-17
5.226499999999999091e+03 2.881993908702791964e-14 1.491428995968129588e-16 3.076005032141578770e-14 1.061460587835841914e-16 3.095435696189424565e-14 9.007713081233400422e-17 3.098445401360100694e-14 8.363836098047525728e-17 3.099142505182844359e-14 7.289121641857972589e-17 2.938391960221590840e-14 1.027354503461576747e-16 3.094008434309332482e-14 7.818944168245270662e-17 2.978174489933092461e-14 7.610060666139818098e-17 3.084911577426974655e-14 6.088121242108745192e-17 2.992982381045086574e-14 6.690234887738108895e-17 3.073434920287191271e-14 5.462106404730505989e-17 3.002811116043680030e-14 5.951289279912560436e-17 3.058651281066706748e-14 4.946576017598996702e-17
5.276499999999998181e+03 -2.789185393528235530e-15 1.615505357563292276e-16 -4.026158333276251590e-15 1.150366106639792548e-16 -5.288507701977918089e-15 9.764689339921150086e-17 -5.803690081310557725e-15 9.067579856347183563e-17 -6.710813646025106617e-15 7.903524292547462363e-17 -5.656969614433379522e-15 1.113850781190301425e-16 -6.215719058793702428e-15 8.477541902358566951e-17 -7.369120767178146705e-15 8.254284275936006106e-17 -7.783117656948611641e-15 6.601947668613497134e-17 -7.985808581758066211e-15 7.257027988487773195e-17 -8.414388852372512637e-15 5.923099051593258149e-17 -8.514318550531842270e-15 6.455414598937942681e-17 -8.971377037032422016e-15 5.363854896703875595e-17
5.326499999999998181e+03 -5.001591854602845362e-14 1.675400432486344216e-16 -4.302978971153581345e-14 1.193727791950355077e-16 -4.066565504656493034e-14 1.013591881750698349e-16 -3.964578640199400205e-14 9.413943848161585282e-17 -3.782598705469920940e-14 8.208308309104449962e-17 -4.380317046970093228e-14 1.156083739080490624e-16 -3.874730924552748904e-14 8.803179898517403639e-17 -3.926887486935581791e-14 8.574401309573061641e-17 -3.557799017327871307e-14 6.860396663857308276e-17 -3.745386267169432913e-14 7.541400399818171319e-17 -3.428827421777936578e-14 6.157153119532338803e-17 -3.588694041459373826e-14 6.710855058524916047e-17 -3.315263416702909315e-14 5.577769008878795934e-17
5.376499999999998181e+03 3.644319481125568154e-14 1.685623341030851882e-16 2.827501948666616276e-14 1.197810692085089344e-16 2.572951266531153989e-14 1.015930065563946516e-16 2.467715268156073307e-14 9.430544947678196871e-17 2.285386979551648615e-14 8.214214923279026685e-17 2.964958845274277011e-14 1.160234185042854185e-16 2.379357307079717318e-14 8.813848767464740932e-17 2.502312654119201522e-14 8.585468841665650631e-17 2.073682782369728551e-14 6.855114362610883109e-17 2.325895527104081090e-14 7.543261789103606754e-17 1.957654517033611376e-14 6.146819390981787806e-17 2.177316114924716043e-14 6.705981723614024631e-17 1.860406938955343718e-14 5.563633397869077374e-17
5.426499999999998181e+03 9.534251657744025247e-14 1.793818032438167393e-16 8.084472221928140249e-14 1.283223373181146641e-16 7.414357957932842315e-14 1.091578389591587924e-16 7.126507222890487901e-14 1.014664924217677919e-16 6.611929184143307753e-14 8.860979439995073290e-17 7.827292355670498598e-14 1.242412708611913313e-16 6.875226491859248260e-14 9.495223644181559554e-17 6.643767990288029847e-14 9.245008918987128105e-17 5.975248431129790990e-14 7.421022997463968473e-17 6.185716866388150127e-14 8.143432894126109747e-17 5.605242484835990345e-14 6.668679129586117157e-17 5.791977294781658991e-14 7.256724980140551545e-17 5.276307268340969310e-14 6.048054052949021890e-17
5.476499999999998181e+03 -1.415799928131506607e-14 1.800592824322642781e-16 -1.165740692961989605e-14 1.286248702786209320e-16 -1.104494941995449519e-14 1.093381133465867880e-16 -1.077762727504005960e-14 1.016007778352034634e-16 -1.031276310945316970e-14 8.867156049388568137e-17 -1.205286542732084041e-14 1.245240294351012063e-16 -1.052542368726729972e-14 9.504964818247858780e-17 -1.068396996814758888e-14 9.253474481797176895e-17 -9.746768181219985169e-15 7.419942228496049425e-17 -1.019347646603889508e-14 8.145858679811520461e-17 -9.451649950261901496e-15 6.664227215233166309e-17 -9.791578832523051560e-15 7.254735777749835055e-17 -9.204571564133853714e-15 6.041116870208324863e-17
5.526499999999998181e+03 7.920937541296544305e-14 1.823235485528557953e-16 6.571276875329434634e-14 1.305093739647171300e-16 6.004844931720796436e-14 1.110581721901022134e-16 5.763431228625101223e-14 1.032466491535191048e-16 5.337411726870427637e-14 9.018563794368501824e-17 6.442731998469960675e-14 1.263820957698613501e-16 5.552349183712199772e-14 9.662435196498734606e-17 5.442057208228454860e-14 9.409740115869689631e-17 4.820800134190408990e-14 7.554748320135006247e-17 5.061259005741049376e-14 8.290331661843668026e-17 4.529711248627660897e-14 6.789910463387621103e-17 4.737342703216989847e-14 7.388964332155124581e-17 4.276836067969080016e-14 6.158814098159766516e-17
5.576499999999998181e+03 -3.897505258523118837e-14 1.871811197374422042e-16 -2.877116623561619105e-14 1.340183269302335379e-16 -2.594989690907856988e-14 1.140555408579556176e-16 -2.471689711468490242e-14 1.060386791379941337e-16 -2.255296326710075370e-14 9.263225320399670563e-17 -3.092657798564844099e-14 1.297920630175530358e-16 -2.356839893985454227e-14 9.924448377662149688e-17 -2.531586643961486150e-14 9.665619315517454288e-17 -1.989241926603114222e-14 7.760563650902108754e-17 -2.309947130511239729e-14 8.516230097304077689e-17 -1.845705468565833003e-14 6.975093605680788143e-17 -2.118734466122779653e-14 7.590494216651571654e-17 -1.722924292488906344e-14 6.326849328108605569e-17
5.626499999999998181e+03 -2.812433061912480052e-14 1.816267262917479270e-16 -3.211660302982802273e-14 1.303100733518534730e-16 -3.243502716201163725e-14 1.110182933795655513e-16 -3.253384811723979093e-14 1.032696276821683630e-16 -3.266171356321305308e-14 9.030740215219857953e-17 -2.941728592520096503e-14 1.262250677428377225e-16 -3.258206852056277179e-14 9.670407099750208447e-17 -3.045663731250820999e-14 9.420340902023890679e-17 -3.269021487987184783e-14 7.577285082531604241e-17 -3.086139849064216393e-14 8.308753991228682404e-17 -3.264557900973791283e-14 6.816957505460719169e-17 -3.116848133984114247e-14 7.413031598311535270e-17 -3.254893831535658745e-14 6.189173900255129288e-17
5.676499999999998181e+03 -1.745472213641153739e-14 1.827999434379161415e-16 -9.378158959388593666e-15 1.311792526342495619e-16 -5.553661629583402659e-15 1.117716006925495653e-16 -3.963106084267808235e-15 1.039740545393792126e-16 -1.162645172970489414e-15 9.092913096407691036e-17 -7.458024991744697963e-15 1.270485218619189690e-16 -2.641360581838371200e-15 9.736360138270593926e-17 -7.944334250613777644e-16 9.483389759066860877e-17 2.169031763547120696e-15 7.629802359165020086e-17 1.693946478412084220e-15 8.365161854970150384e-17 4.083735166739918371e-15 6.864536832940985911e-17 3.776352620412521638e-15 7.464012998981844814e-17 5.751549065529905006e-15 6.232663650432003724e-17
5.726499999999998181e+03 6.319253199862594333e-15 1.876685316298558714e-16 6.987590123636332037e-15 1.349429282438406825e-16 7.436192053426264570e-15 1.150631492127607856e-16 7.629792090083220974e-15 1.070725600820147153e-16 7.973017205805332364e-15 9.369471469579108990e-17 7.319859000540372056e-15 1.307015695207368726e-16 7.813848365451655262e-15 1.003016739304687493e-16 7.734722619587740412e-15 9.770302329796745449e-17 8.419292299780699790e-15 7.867816884577958419e-17 7.897033723487322705e-15 8.622853842073731203e-17 8.674795963635344399e-15 7.081157617553361173e-17 8.071457234676127749e-15 7.697260987881223674e-17 8.910621791901741790e-15 6.431067635342557401e-17
5.776499999999998181e+03 2.973822902631863211e-14 1.855815119748837920e-16 2.087521001942830880e-14 1.336790133072241476e-16 1.857556000807761938e-14 1.140737036957391359e-16 1.760372366023695542e-14 1.061866999883843766e-16 1.589635834468124549e-14 9.297663767225324954e-17 2.361971724750222030e-14 1.294437939957199625e-16 1.676986488357815929e-14 9.949570983763569734e-17 1.897871890949890636e-14 9.688739164591586186e-17 1.386325048828972324e-14 7.813302879125701512e-17 1.710355002967245629e-14 8.555850159992578250e-17 1.272870516878052615e-14 7.035426200023469708e-17 1.548887377556461978e-14 7.641609647705714910e-17 1.175961562005992027e-14 6.392216794590954617e-17
5.826499999999998181e+03 -7.380324199528669039e-15 1.910897477646054303e-16 -4.137365893030139739e-15 1.375930770783750926e-16 -2.194730023519436728e-15 1.174039801759099598e-16 -1.391116412187716658e-15 1.092854555042205900e-16 9.567263108224905611e-18 9.568694265966178996e-17 -3.140974318324008060e-15 1.333026847088049651e-16 -7.211800857229456608e-16 1.024053503601731527e-16 -3.474858827901973284e-16 9.977337624859764014e-17 1.653827754679205872e-15 8.041220296800304174e-17 7.797974057037492664e-16 8.810265917964912932e-17 2.578419775671836386e-15 7.240366704747084984e-17 1.770789049197708048e-15 7.868328100019805289e-17 3.372155031481113625e-15 6.578170525101453638e-17
