41.0858400586942, 2.5790743921031085e-9
123.25752017608238, 5.071676359138366e-9
176.08217168011754, 8.277626812334265e-9
223.03741746148216, 1.0592839390379227e-8
352.16434336023485, 1.415343789982469e-8
434.33602347762303, 1.6289692428107144e-8
616.2876008804108, 2.6797889497652748e-8
827.5862068965516, 3.053483162224035e-8
1018.341892883346, 3.569762102789766e-8
1214.9669845928104, 3.8187673921178085e-8
1429.2002934702862, 4.3171766720534925e-8
1619.9559794570803, 4.4236560580535226e-8
1819.5157740278803, 5.563523408176972e-8
2019.0755685986794, 5.509626838478597e-8
2218.635363169479, 5.045930714214519e-8
2418.195157740279, 5.348381583268927e-8
2617.7549523110793, 5.205398153882355e-8
2817.314746881879, 4.741702029618277e-8
3022.7439471753487, 4.6877923877468e-8
3216.434336023478, 4.2597440795311027e-8
3421.863536316948, 4.152382321846707e-8
3615.553925165077, 4.223220427884907e-8
3815.1137197358767, 4.142597800280073e-8
