# ell cl_gy cl_yy
4.326500000000000000e+03 2.317492467206759955e-15 2.230582660948229545e-17
4.376500000000000000e+03 7.081809394855068802e-15 2.668611869313507699e-17
4.426500000000000000e+03 -1.549120152422097755e-16 3.138238713256222230e-17
4.476500000000000000e+03 6.096507659239756370e-15 3.525278483742283379e-17
4.526500000000000000e+03 4.743559216548838709e-15 3.926574531787289781e-17
4.576499999999999091e+03 8.016686615043558858e-15 4.158610796757492337e-17
4.626499999999999091e+03 -1.289446894605367447e-15 4.218142254082120853e-17
4.676499999999999091e+03 4.875141447154118324e-15 4.359727538214660619e-17
4.726499999999999091e+03 1.104620038338959276e-15 4.465529842195110499e-17
4.776499999999999091e+03 -7.721295045209873646e-15 4.596139025978933245e-17
4.826499999999999091e+03 -6.241347686754477892e-15 4.676679010273334194e-17
4.876499999999999091e+03 -1.251039564547979695e-14 4.765191527128990805e-17
4.926499999999999091e+03 2.124420821246849650e-15 4.820074896955796123e-17
4.976499999999999091e+03 -2.682329838520908653e-15 4.941924808931539344e-17
5.026499999999999091e+03 -8.873061512706091475e-15 5.067131661631997619e-17
5.076499999999999091e+03 -5.246504348323948415e-16 5.318571115717126438e-17
5.126499999999999091e+03 3.043881323842532625e-15 5.525082742446252232e-17
5.176499999999999091e+03 -4.429789022799863703e-15 5.885703519406931094e-17
5.226499999999999091e+03 6.885382690819956405e-15 6.026868696115342816e-17
5.276499999999998181e+03 1.307844450452412079e-15 6.284137205171464293e-17
5.326499999999998181e+03 9.242166984675437980e-15 6.567074942011234536e-17
5.376499999999998181e+03 1.417144895849716214e-14 6.805439274326647495e-17
5.426499999999998181e+03 8.839348759182142321e-16 7.026533072809419399e-17
5.476499999999998181e+03 -3.047987062067809724e-15 7.110800261318906655e-17
5.526499999999998181e+03 8.996452199324838484e-15 7.278525327701057488e-17
5.576499999999998181e+03 -8.581502643732762433e-16 7.288029489164269134e-17
5.626499999999998181e+03 -4.325242831814955491e-15 7.312988034767777438e-17
5.676499999999998181e+03 7.180682959335331854e-15 7.245270239659611792e-17
5.726499999999998181e+03 5.652054945976093793e-15 7.340739704861433867e-17
5.776499999999998181e+03 -4.023269588439023805e-15 7.276456300844391770e-17
5.826499999999998181e+03 -1.864481442001475419e-15 7.340349784045239220e-17
5.876499999999998181e+03 9.052549747239774106e-15 7.449452730313101151e-17
5.926499999999998181e+03 -8.221125913676288524e-15 7.533583827338693513e-17
5.976499999999998181e+03 3.960072807123843868e-15 7.679251916590264398e-17
6.026499999999998181e+03 -2.115174513040009989e-15 7.855817817765463745e-17
6.076499999999999091e+03 -1.064004713914241543e-14 8.220504285712353311e-17
