# ell cl_gy cl_yy
4.376500000000000000e+03 -1.329371579038477574e-13 2.335517635016522671e-17
4.426500000000000000e+03 -2.802436771030649875e-14 2.741413932500187740e-17
4.476500000000000000e+03 -4.095235332372073260e-14 3.076486123783456262e-17
4.526500000000000000e+03 -1.095148362720728807e-13 3.424745717721161190e-17
4.576499999999999091e+03 -7.310460953733648903e-14 3.625874977058684861e-17
4.626499999999999091e+03 -8.993160617236888725e-14 3.679924905456658713e-17
4.676499999999999091e+03 -1.281110631710461358e-13 3.804456949650075210e-17
4.726499999999999091e+03 -1.269808464266333116e-13 3.899428745932498024e-17
4.776499999999999091e+03 -1.110397941927662009e-13 4.016664155257571877e-17
4.826499999999999091e+03 -1.152624328688874710e-13 4.089395851603585435e-17
4.876499999999999091e+03 -5.887832836059082712e-14 4.168925462840394377e-17
4.926499999999999091e+03 -8.025269613349324427e-14 4.220100458844714706e-17
4.976499999999999091e+03 -1.122207174473567187e-14 4.328421051459023038e-17
5.026499999999999091e+03 -5.157524358068973661e-14 4.439261334287995208e-17
5.076499999999999091e+03 -1.405455415383307791e-13 4.659730659692404070e-17
5.126499999999999091e+03 -1.798262447304661109e-13 4.844557947578811520e-17
5.176499999999999091e+03 -9.066296043376227393e-14 5.164286976318022810e-17
5.226499999999999091e+03 -5.192392341814298832e-14 5.291403222261571887e-17
5.276499999999998181e+03 -4.578270751721221610e-14 5.519388903430959248e-17
5.326499999999998181e+03 -7.684537781345276799e-14 5.770030193456177238e-17
5.376499999999998181e+03 -4.376831437339086954e-14 5.982182905958350216e-17
5.426499999999998181e+03 -5.865113727806956747e-14 6.180195742108883207e-17
5.476499999999998181e+03 7.366390056621461155e-15 6.255622656632581652e-17
5.526499999999998181e+03 -3.494219625301967235e-14 6.406746107077229361e-17
5.576499999999998181e+03 -2.847621564500087512e-14 6.416134541478488397e-17
5.626499999999998181e+03 -1.126051920649669052e-13 6.442420016099053900e-17
5.676499999999998181e+03 -1.043742961875804302e-13 6.382055917408016460e-17
5.726499999999998181e+03 -4.518226472941209412e-14 6.470027388054871071e-17
5.776499999999998181e+03 -3.608931487291790756e-14 6.419538335151300846e-17
5.826499999999998181e+03 -1.037699726398955053e-13 6.477403355040381038e-17
5.876499999999998181e+03 -4.805225659423475068e-14 6.577514001122782604e-17
5.926499999999998181e+03 -3.227819469508705233e-14 6.655681860590143757e-17
5.976499999999998181e+03 -2.955276530140166862e-14 6.784099378002827630e-17
6.026499999999998181e+03 -1.175874063065690756e-13 6.944519410712549354e-17
6.076499999999999091e+03 -6.892826436055302895e-14 7.269647700062358099e-17
